Company Account,Merchant Account,Psp Reference,Merchant Reference,Record Type,Creation Date,TimeZone,Gross Currency,Gross Debit,Gross Credit,Commission,Markup,Net Currency,Net Debit,Net Credit,Batch Number
LumoGroup,LumoECOM_EU,8620000000000595,ORD-504545,Settled,2026-06-17 10:56:26,Europe/Amsterdam,EUR,,24.99,0.47,0.15,EUR,,24.37,25
LumoGroup,LumoECOM_EU,8620000000000714,ORD-504664,Authorised,2026-06-17 11:07:12,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000001016,ORD-504966,Authorised,2026-06-17 11:11:43,Europe/Amsterdam,GBP,,8.99,,,GBP,,,25
LumoGroup,LumoECOM_EU,8620000000001596,ORD-505546,Refused,2026-06-17 11:12:07,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoAPP_US,8620000000000757,ORD-504707,Authorised,2026-06-17 11:17:33,Europe/Amsterdam,USD,,9.99,,,USD,,,25
LumoGroup,LumoECOM_EU,8620000000001578,ORD-505528,Settled,2026-06-17 11:17:46,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000000714,ORD-504664,Settled,2026-06-17 11:24:12,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000000212,ORD-504162,Authorised,2026-06-17 11:24:16,Europe/Amsterdam,EUR,,24.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000528,ORD-504478,Refunded,2026-06-17 11:24:54,Europe/Amsterdam,EUR,4.99,,,,EUR,4.99,,25
LumoGroup,LumoAPP_US,8620000000001189,ORD-505139,Authorised,2026-06-17 11:27:47,Europe/Amsterdam,USD,,9.99,,,USD,,,25
LumoGroup,LumoECOM_EU,8620000000000715,ORD-504665,Settled,2026-06-17 11:29:14,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000001562,ORD-505512,Settled,2026-06-17 11:31:13,Europe/Amsterdam,GBP,,8.99,0.17,0.05,GBP,,8.77,25
LumoGroup,LumoAPP_US,8620000000001189,ORD-505139,Settled,2026-06-17 11:37:47,Europe/Amsterdam,USD,,9.99,0.19,0.06,USD,,9.74,25
LumoGroup,LumoAPP_US,8620000000000389,ORD-504339,Authorised,2026-06-17 11:43:12,Europe/Amsterdam,USD,,9.99,,,USD,,,25
LumoGroup,LumoECOM_EU,8620000000000212,ORD-504162,Settled,2026-06-17 11:47:16,Europe/Amsterdam,EUR,,24.99,0.47,0.15,EUR,,24.37,25
LumoGroup,LumoECOM_EU,8620000000001016,ORD-504966,Settled,2026-06-17 12:21:43,Europe/Amsterdam,GBP,,8.99,0.17,0.05,GBP,,8.77,25
LumoGroup,LumoECOM_EU,8620000000000393,ORD-504343,Refused,2026-06-17 12:33:11,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000474,ORD-504424,Authorised,2026-06-17 12:40:49,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoAPP_US,8620000000000944,ORD-504894,Authorised,2026-06-17 12:44:14,Europe/Amsterdam,USD,,59.99,,,USD,,,25
LumoGroup,LumoECOM_EU,8620000000000146,ORD-504096,Authorised,2026-06-17 12:44:33,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoAPP_US,8620000000000944,ORD-504894,Settled,2026-06-17 12:57:14,Europe/Amsterdam,USD,,59.99,1.14,0.36,USD,,58.49,25
LumoGroup,LumoAPP_US,8620000000000757,ORD-504707,Settled,2026-06-17 13:02:33,Europe/Amsterdam,USD,,9.99,0.19,0.06,USD,,9.74,25
LumoGroup,LumoECOM_EU,8620000000000146,ORD-504096,Settled,2026-06-17 13:16:33,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000000926,ORD-504876,Authorised,2026-06-17 13:20:20,Europe/Amsterdam,EUR,,24.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000883,ORD-504833,Authorised,2026-06-17 13:21:08,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000063,ORD-504013,Authorised,2026-06-17 13:31:14,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoAPP_US,8620000000000389,ORD-504339,Settled,2026-06-17 13:32:12,Europe/Amsterdam,USD,,9.99,0.19,0.06,USD,,9.74,25
LumoGroup,LumoECOM_EU,8620000000001311,ORD-505261,Authorised,2026-06-17 13:42:32,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000883,ORD-504833,Settled,2026-06-17 13:48:08,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000000926,ORD-504876,Settled,2026-06-17 14:01:20,Europe/Amsterdam,EUR,,24.99,0.47,0.15,EUR,,24.37,25
LumoGroup,LumoECOM_EU,8620000000001080,ORD-505030,Authorised,2026-06-17 14:02:44,Europe/Amsterdam,EUR,,24.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000510,ORD-504460,Authorised,2026-06-17 14:08:37,Europe/Amsterdam,EUR,,24.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000474,ORD-504424,Settled,2026-06-17 14:15:49,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000000538,ORD-504488,Authorised,2026-06-17 14:17:11,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000510,ORD-504460,Settled,2026-06-17 14:23:37,Europe/Amsterdam,EUR,,24.99,0.47,0.15,EUR,,24.37,25
LumoGroup,LumoECOM_EU,8620000000000063,ORD-504013,Settled,2026-06-17 14:29:14,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000001614,ORD-505564,Authorised,2026-06-17 14:31:14,Europe/Amsterdam,EUR,,59.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000001080,ORD-505030,Settled,2026-06-17 14:34:44,Europe/Amsterdam,EUR,,24.99,0.47,0.15,EUR,,24.37,25
LumoGroup,LumoECOM_EU,8620000000001311,ORD-505261,Settled,2026-06-17 14:42:32,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000001078,ORD-505028,Authorised,2026-06-17 15:26:28,Europe/Amsterdam,GBP,,8.99,,,GBP,,,25
LumoGroup,LumoECOM_EU,8620000000000457,ORD-504407,Authorised,2026-06-17 15:33:18,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000173,ORD-504123,Authorised,2026-06-17 15:39:17,Europe/Amsterdam,GBP,,8.99,,,GBP,,,25
LumoGroup,LumoECOM_EU,8620000000001695,ORD-505645,Authorised,2026-06-17 15:40:50,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoAPP_US,8620000000001192,ORD-505142,Authorised,2026-06-17 15:41:15,Europe/Amsterdam,USD,,9.99,,,USD,,,25
LumoGroup,LumoECOM_EU,8620000000000553,ORD-504503,Authorised,2026-06-17 15:44:52,Europe/Amsterdam,EUR,,4.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000196,ORD-504146,Authorised,2026-06-17 15:54:10,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000817,ORD-504767,Authorised,2026-06-17 15:54:57,Europe/Amsterdam,EUR,,59.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000457,ORD-504407,Settled,2026-06-17 15:59:18,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000000538,ORD-504488,Settled,2026-06-17 16:00:11,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000001078,ORD-505028,Settled,2026-06-17 16:01:28,Europe/Amsterdam,GBP,,8.99,0.17,0.05,GBP,,8.77,25
LumoGroup,LumoAPP_US,8620000000000537,ORD-504487,Authorised,2026-06-17 16:03:29,Europe/Amsterdam,USD,,9.99,,,USD,,,25
LumoGroup,LumoECOM_EU,8620000000001614,ORD-505564,Settled,2026-06-17 16:16:14,Europe/Amsterdam,EUR,,59.99,1.14,0.36,EUR,,58.49,25
LumoGroup,LumoECOM_EU,8620000000000196,ORD-504146,Settled,2026-06-17 16:23:10,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000001695,ORD-505645,Settled,2026-06-17 16:25:50,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoAPP_US,8620000000000537,ORD-504487,Settled,2026-06-17 16:29:29,Europe/Amsterdam,USD,,9.99,0.19,0.06,USD,,9.74,25
LumoGroup,LumoECOM_EU,8620000000000862,ORD-504812,Authorised,2026-06-17 16:41:05,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000001038,ORD-504988,Authorised,2026-06-17 16:49:51,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000892,ORD-504842,Authorised,2026-06-17 16:51:10,Europe/Amsterdam,EUR,,59.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000001039,ORD-504989,Authorised,2026-06-17 16:55:57,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoAPP_US,8620000000000266,ORD-504216,Authorised,2026-06-17 17:07:51,Europe/Amsterdam,USD,,9.99,,,USD,,,25
LumoGroup,LumoECOM_EU,8620000000000892,ORD-504842,Settled,2026-06-17 17:08:10,Europe/Amsterdam,EUR,,59.99,1.14,0.36,EUR,,58.49,25
LumoGroup,LumoECOM_EU,8620000000000553,ORD-504503,Settled,2026-06-17 17:11:52,Europe/Amsterdam,EUR,,4.99,0.09,0.03,EUR,,4.87,25
LumoGroup,LumoAPP_US,8620000000001192,ORD-505142,Settled,2026-06-17 17:18:15,Europe/Amsterdam,USD,,9.99,0.19,0.06,USD,,9.74,25
LumoGroup,LumoECOM_EU,8620000000001038,ORD-504988,Settled,2026-06-17 17:23:51,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000000315,ORD-504265,Authorised,2026-06-17 17:25:09,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000173,ORD-504123,Settled,2026-06-17 17:27:17,Europe/Amsterdam,GBP,,8.99,0.17,0.05,GBP,,8.77,25
LumoGroup,LumoECOM_EU,8620000000000862,ORD-504812,Settled,2026-06-17 17:28:05,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000001688,ORD-505638,Refunded,2026-06-17 17:30:47,Europe/Amsterdam,EUR,24.99,,,,EUR,24.99,,25
LumoGroup,LumoECOM_EU,8620000000000315,ORD-504265,Settled,2026-06-17 17:34:09,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000000817,ORD-504767,Settled,2026-06-17 17:39:57,Europe/Amsterdam,EUR,,59.99,1.14,0.36,EUR,,58.49,25
LumoGroup,LumoECOM_EU,8620000000001487,ORD-505437,Authorised,2026-06-17 17:42:36,Europe/Amsterdam,EUR,,24.99,,,EUR,,,25
LumoGroup,LumoAPP_US,8620000000001623,ORD-505573,Authorised,2026-06-17 17:55:00,Europe/Amsterdam,USD,,9.99,,,USD,,,25
LumoGroup,LumoECOM_EU,8620000000001039,ORD-504989,Settled,2026-06-17 17:58:57,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoAPP_US,8620000000000535,ORD-504485,Authorised,2026-06-17 18:03:41,Europe/Amsterdam,USD,,59.99,,,USD,,,25
LumoGroup,LumoAPP_US,8620000000000085,ORD-504035,Authorised,2026-06-17 18:22:01,Europe/Amsterdam,USD,,24.99,,,USD,,,25
LumoGroup,LumoECOM_EU,8620000000001051,ORD-505001,Authorised,2026-06-17 18:25:44,Europe/Amsterdam,EUR,,24.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000628,ORD-504578,Authorised,2026-06-17 18:26:50,Europe/Amsterdam,EUR,,24.99,,,EUR,,,25
LumoGroup,LumoAPP_US,8620000000000266,ORD-504216,Settled,2026-06-17 18:26:51,Europe/Amsterdam,USD,,9.99,0.19,0.06,USD,,9.74,25
LumoGroup,LumoAPP_US,8620000000000535,ORD-504485,Settled,2026-06-17 18:35:41,Europe/Amsterdam,USD,,59.99,1.14,0.36,USD,,58.49,25
LumoGroup,LumoECOM_EU,8620000000000275,ORD-504225,Authorised,2026-06-17 18:54:53,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000021,ORD-503971,Authorised,2026-06-17 18:55:38,Europe/Amsterdam,EUR,,4.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000001190,ORD-505140,Authorised,2026-06-17 19:02:40,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoAPP_US,8620000000001623,ORD-505573,Settled,2026-06-17 19:03:00,Europe/Amsterdam,USD,,9.99,0.19,0.06,USD,,9.74,25
LumoGroup,LumoECOM_EU,8620000000001146,ORD-505096,Authorised,2026-06-17 19:13:29,Europe/Amsterdam,GBP,,8.99,,,GBP,,,25
LumoGroup,LumoECOM_EU,8620000000000021,ORD-503971,Settled,2026-06-17 19:13:38,Europe/Amsterdam,EUR,,4.99,0.09,0.03,EUR,,4.87,25
LumoGroup,LumoECOM_EU,8620000000001487,ORD-505437,Settled,2026-06-17 19:14:36,Europe/Amsterdam,EUR,,24.99,0.47,0.15,EUR,,24.37,25
LumoGroup,LumoAPP_US,8620000000000905,ORD-504855,Authorised,2026-06-17 19:30:49,Europe/Amsterdam,USD,,9.99,,,USD,,,25
LumoGroup,LumoECOM_EU,8620000000000355,ORD-504305,Authorised,2026-06-17 19:31:24,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000275,ORD-504225,Settled,2026-06-17 19:32:53,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoAPP_US,8620000000000400,ORD-504350,Authorised,2026-06-17 19:37:22,Europe/Amsterdam,USD,,9.99,,,USD,,,25
LumoGroup,LumoAPP_US,8620000000000154,ORD-504104,Authorised,2026-06-17 19:39:07,Europe/Amsterdam,USD,,24.99,,,USD,,,25
LumoGroup,LumoECOM_EU,8620000000000628,ORD-504578,Settled,2026-06-17 19:43:50,Europe/Amsterdam,EUR,,24.99,0.47,0.15,EUR,,24.37,25
LumoGroup,LumoAPP_US,8620000000000085,ORD-504035,Settled,2026-06-17 19:46:01,Europe/Amsterdam,USD,,24.99,0.47,0.15,USD,,24.37,25
LumoGroup,LumoAPP_US,8620000000000400,ORD-504350,Settled,2026-06-17 19:53:22,Europe/Amsterdam,USD,,9.99,0.19,0.06,USD,,9.74,25
LumoGroup,LumoAPP_US,8620000000000154,ORD-504104,Settled,2026-06-17 19:57:07,Europe/Amsterdam,USD,,24.99,0.47,0.15,USD,,24.37,25
LumoGroup,LumoECOM_EU,8620000000001051,ORD-505001,Settled,2026-06-17 19:57:44,Europe/Amsterdam,EUR,,24.99,0.47,0.15,EUR,,24.37,25
LumoGroup,LumoECOM_EU,8620000000000056,ORD-504006,Authorised,2026-06-17 20:06:21,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoAPP_US,8620000000001275,ORD-505225,Authorised,2026-06-17 20:11:39,Europe/Amsterdam,USD,,9.99,,,USD,,,25
LumoGroup,LumoAPP_US,8620000000000905,ORD-504855,Settled,2026-06-17 20:11:49,Europe/Amsterdam,USD,,9.99,0.19,0.06,USD,,9.74,25
LumoGroup,LumoECOM_EU,8620000000001146,ORD-505096,Settled,2026-06-17 20:22:29,Europe/Amsterdam,GBP,,8.99,0.17,0.05,GBP,,8.77,25
LumoGroup,LumoECOM_EU,8620000000000056,ORD-504006,Settled,2026-06-17 20:25:21,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000001190,ORD-505140,Settled,2026-06-17 20:25:40,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000000355,ORD-504305,Settled,2026-06-17 20:57:24,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoAPP_US,8620000000001275,ORD-505225,Settled,2026-06-17 21:22:39,Europe/Amsterdam,USD,,9.99,0.19,0.06,USD,,9.74,25
LumoGroup,LumoECOM_EU,8620000000000206,ORD-504156,Refused,2026-06-18 09:22:23,Europe/Amsterdam,EUR,,24.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000001650,ORD-505600,Authorised,2026-06-18 09:33:41,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000097,ORD-504047,Authorised,2026-06-18 09:41:14,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000001650,ORD-505600,Settled,2026-06-18 09:42:41,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000000622,ORD-504572,Authorised,2026-06-18 09:44:23,Europe/Amsterdam,EUR,,4.99,,,EUR,,,25
LumoGroup,LumoAPP_US,8620000000000365,ORD-504315,Authorised,2026-06-18 10:16:53,Europe/Amsterdam,USD,,24.99,,,USD,,,25
LumoGroup,LumoECOM_EU,8620000000000159,ORD-504109,Authorised,2026-06-18 10:20:06,Europe/Amsterdam,EUR,,24.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000001070,ORD-505020,Authorised,2026-06-18 10:43:30,Europe/Amsterdam,GBP,,54.99,,,GBP,,,25
LumoGroup,LumoECOM_EU,8620000000000097,ORD-504047,Settled,2026-06-18 10:52:14,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000000622,ORD-504572,Settled,2026-06-18 11:09:23,Europe/Amsterdam,EUR,,4.99,0.09,0.03,EUR,,4.87,25
LumoGroup,LumoECOM_EU,8620000000000384,ORD-504334,Authorised,2026-06-18 11:09:44,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000001128,ORD-505078,Authorised,2026-06-18 11:26:44,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000503,ORD-504453,Authorised,2026-06-18 11:32:02,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000159,ORD-504109,Settled,2026-06-18 11:35:06,Europe/Amsterdam,EUR,,24.99,0.47,0.15,EUR,,24.37,25
LumoGroup,LumoAPP_US,8620000000000365,ORD-504315,Settled,2026-06-18 11:44:53,Europe/Amsterdam,USD,,24.99,0.47,0.15,USD,,24.37,25
LumoGroup,LumoECOM_EU,8620000000000503,ORD-504453,Settled,2026-06-18 11:52:02,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000001070,ORD-505020,Settled,2026-06-18 12:26:30,Europe/Amsterdam,GBP,,54.99,1.04,0.33,GBP,,53.62,25
LumoGroup,LumoECOM_EU,8620000000001137,ORD-505087,Refunded,2026-06-18 12:33:09,Europe/Amsterdam,EUR,9.99,,,,EUR,9.99,,25
LumoGroup,LumoAPP_US,8620000000000545,ORD-504495,Authorised,2026-06-18 12:39:43,Europe/Amsterdam,USD,,59.99,,,USD,,,25
LumoGroup,LumoECOM_EU,8620000000001128,ORD-505078,Settled,2026-06-18 12:47:44,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000000384,ORD-504334,Settled,2026-06-18 12:50:44,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000001062,ORD-505012,Authorised,2026-06-18 12:51:30,Europe/Amsterdam,GBP,,8.99,,,GBP,,,25
LumoGroup,LumoECOM_EU,8620000000001520,ORD-505470,Authorised,2026-06-18 13:03:43,Europe/Amsterdam,GBP,,21.99,,,GBP,,,25
LumoGroup,LumoECOM_EU,8620000000000407,ORD-504357,Authorised,2026-06-18 13:10:04,Europe/Amsterdam,EUR,,4.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000001516,ORD-505466,Authorised,2026-06-18 13:31:46,Europe/Amsterdam,GBP,,8.99,,,GBP,,,25
LumoGroup,LumoECOM_EU,8620000000000705,ORD-504655,Authorised,2026-06-18 13:32:20,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000001107,ORD-505057,Authorised,2026-06-18 13:33:07,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000717,ORD-504667,Authorised,2026-06-18 13:37:42,Europe/Amsterdam,GBP,,21.99,,,GBP,,,25
LumoGroup,LumoAPP_US,8620000000000545,ORD-504495,Settled,2026-06-18 13:39:43,Europe/Amsterdam,USD,,59.99,1.14,0.36,USD,,58.49,25
LumoGroup,LumoECOM_EU,8620000000000089,ORD-504039,Authorised,2026-06-18 13:44:45,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000001421,ORD-505371,Authorised,2026-06-18 13:47:52,Europe/Amsterdam,EUR,,59.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000001062,ORD-505012,Settled,2026-06-18 13:51:30,Europe/Amsterdam,GBP,,8.99,0.17,0.05,GBP,,8.77,25
LumoGroup,LumoECOM_EU,8620000000001785,ORD-507792,Authorised,2026-06-18 14:00:00,Europe/Amsterdam,EUR,,59.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000968,ORD-504918,Authorised,2026-06-18 14:09:13,Europe/Amsterdam,EUR,,59.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000001516,ORD-505466,Settled,2026-06-18 14:12:46,Europe/Amsterdam,GBP,,8.99,0.17,0.05,GBP,,8.77,25
LumoGroup,LumoECOM_EU,8620000000000407,ORD-504357,Settled,2026-06-18 14:20:04,Europe/Amsterdam,EUR,,4.99,0.09,0.03,EUR,,4.87,25
LumoGroup,LumoECOM_EU,8620000000000801,ORD-504751,Authorised,2026-06-18 14:24:17,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000001520,ORD-505470,Settled,2026-06-18 14:37:43,Europe/Amsterdam,GBP,,21.99,0.42,0.13,GBP,,21.44,25
LumoGroup,LumoAPP_US,8620000000001682,ORD-505632,Authorised,2026-06-18 14:38:11,Europe/Amsterdam,USD,,9.99,,,USD,,,25
LumoGroup,LumoECOM_EU,8620000000000968,ORD-504918,Settled,2026-06-18 14:38:13,Europe/Amsterdam,EUR,,59.99,1.14,0.36,EUR,,58.49,25
LumoGroup,LumoECOM_EU,8620000000001421,ORD-505371,Settled,2026-06-18 14:44:52,Europe/Amsterdam,EUR,,59.99,1.14,0.36,EUR,,58.49,25
LumoGroup,LumoECOM_EU,8620000000001107,ORD-505057,Settled,2026-06-18 14:46:07,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000001785,ORD-507792,Settled,2026-06-18 14:48:00,Europe/Amsterdam,EUR,,35.99,0.68,0.22,EUR,,35.09,25
LumoGroup,LumoECOM_EU,8620000000000705,ORD-504655,Settled,2026-06-18 15:02:20,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000000089,ORD-504039,Settled,2026-06-18 15:04:45,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000000717,ORD-504667,Settled,2026-06-18 15:07:42,Europe/Amsterdam,GBP,,21.99,0.42,0.13,GBP,,21.44,25
LumoGroup,LumoECOM_EU,8620000000000880,ORD-504830,Authorised,2026-06-18 15:09:44,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000001020,ORD-504970,Authorised,2026-06-18 15:15:44,Europe/Amsterdam,GBP,,21.99,,,GBP,,,25
LumoGroup,LumoAPP_US,8620000000001682,ORD-505632,Settled,2026-06-18 15:23:11,Europe/Amsterdam,USD,,9.99,0.19,0.06,USD,,9.74,25
LumoGroup,LumoECOM_EU,8620000000000434,ORD-504384,Authorised,2026-06-18 15:26:01,Europe/Amsterdam,EUR,,59.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000868,ORD-504818,Authorised,2026-06-18 15:29:57,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000815,ORD-504765,Authorised,2026-06-18 15:40:31,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000801,ORD-504751,Settled,2026-06-18 15:44:17,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000001082,ORD-505032,Authorised,2026-06-18 15:59:56,Europe/Amsterdam,EUR,,24.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000001539,ORD-505489,Authorised,2026-06-18 16:00:03,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000296,ORD-504246,Authorised,2026-06-18 16:00:18,Europe/Amsterdam,EUR,,59.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000000494,ORD-504444,Refused,2026-06-18 16:04:13,Europe/Amsterdam,GBP,,8.99,,,GBP,,,25
LumoGroup,LumoECOM_EU,8620000000001539,ORD-505489,Settled,2026-06-18 16:07:03,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000001327,ORD-505277,Authorised,2026-06-18 16:07:48,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoAPP_US,8620000000000808,ORD-504758,Authorised,2026-06-18 16:09:31,Europe/Amsterdam,USD,,9.99,,,USD,,,25
LumoGroup,LumoECOM_EU,8620000000000868,ORD-504818,Settled,2026-06-18 16:11:57,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,25
LumoGroup,LumoECOM_EU,8620000000000434,ORD-504384,Settled,2026-06-18 16:16:01,Europe/Amsterdam,EUR,,59.99,1.14,0.36,EUR,,58.49,25
LumoGroup,LumoECOM_EU,8620000000000620,ORD-504570,Authorised,2026-06-18 16:16:15,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
LumoGroup,LumoECOM_EU,8620000000001020,ORD-504970,Settled,2026-06-18 16:21:44,Europe/Amsterdam,GBP,,21.99,0.42,0.13,GBP,,21.44,25
LumoGroup,LumoECOM_EU,8620000000001079,ORD-505029,Authorised,2026-06-18 16:26:44,Europe/Amsterdam,EUR,,9.99,,,EUR,,,25
